instance,profile,policy,stream,K,decision,margin_sign,gamma_slope,gamma_delivery_route,gamma_best_found,gamma_lower_bound_l2,gamma_slope_over_delivery,gamma_slope_over_best,gamma_best_over_lower_bound,delta,R,chi,kappa,R_over_delta,zeta,B_align,B_kappa,nu,decision_slack_norm,D_align,best_search_starts,best_search_spread
CON3-0,moderate,SAA,search_sampled,14,certified_feasible,1.0,121195.17526950766,162035.22651121535,94092.56451520932,68396.13117896687,0.7479557246838487,1.288042003041775,1.3757001001855584,121195.17526950764,188801.45184880143,2.5578297686269638,-0.8273263615984192,1.557829768626964,0.697236058603747,2.775717460923256,3.4033136670681414,1.611958232028738,0.6119582320282752,0.8811084323532969,9.0,152339.19483780692
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,124364.71802702369,164815.9820112126,96929.41389847557,73105.60164209479,0.7545671027131522,1.2830441557944838,1.325882172107901,124364.71802702367,194771.343473044,2.566130222164146,-0.8398486778709042,1.5661302221641462,0.6978211914879839,2.830127785888241,3.5338632017882143,1.2864058594552656,0.28640585945481,0.8859920467766936,9.0,153928.04088888405
CON3-0,moderate,SAA,search_sampled,3,certified_feasible,1.0,21918.070663774826,28032.754853791805,15832.806876272123,14163.435543342817,0.7818735895951415,1.3843452291850031,1.1178648589758262,15069.87111137193,31565.764245812155,2.127725385713867,-0.7810691246842294,2.0946273536468536,0.9972076954330182,2.1277253857138683,3.02246646609801,82.99379650099058,81.99379650098915,0.8703045114653829,9.0,11851.411303639812
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,137712.4578817495,187001.3582751011,112043.69288136518,78818.46151771765,0.7364249070274569,1.229096027989394,1.42154123188739,137712.45788174967,225760.0528489805,2.639358241959748,-0.8870153966066137,1.6393582419597446,0.7084459193683873,2.9899734803431848,4.207318259076225,0.72360466106465,-0.2763953389357895,0.9005580997421629,9.0,7673.816947502928
CON3-0,moderate,SAA,search_sampled,4,certified_feasible,1.0,43458.03775901465,52043.04024773285,37142.53967557751,26779.948981836606,0.8350403349256256,1.1700340940226497,1.3869533396336673,43458.037759014645,74425.18153025083,2.7125757481954547,-0.8933688894396219,1.7125757481954549,0.9982306497016651,2.9031987376099666,4.33084889841485,35.814372110874615,34.8143721108738,0.8284952607130229,9.0,13836.12750995352
CON3-0,moderate,SAA,search_sampled,19,certified_infeasible,-1.0,152029.8713442037,236196.7208313663,134288.73295198407,86236.12634076686,0.643657840841686,1.1321118905676406,1.557221302141224,148634.51980209665,268285.2490862602,2.7423542834186074,-0.8896994974946342,1.8049996020000985,0.7191132454738185,2.742354283418604,4.258201928823705,2.1692806440864727,1.1692806440860515,0.9047405413209093,9.0,181464.96870400975
CON3-0,moderate,SAA,search_sampled,7,certified_feasible,1.0,54674.52217950341,70343.1968386236,48941.001016363254,36393.19476009475,0.7772538729642021,1.117151693755164,1.3447844120029606,53920.64456193033,97088.88111952454,2.7619724811800164,-0.8924750441621965,1.8005882887400115,0.9932961868980683,2.7619724811800177,4.312810353486879,26.152960451854625,25.152960451853943,0.8368932698558299,9.0,19044.642759110415
CON3-0,moderate,SAA,search_sampled,8,certified_feasible,1.0,63518.75281648934,82096.06439164307,57914.919256890105,39009.99374253445,0.7737125194390585,1.096759757787844,1.4846174967145078,63518.752816489345,115102.01305464137,2.812094979055715,-0.9072180503920716,1.8120949790557146,0.9841308382426579,2.818078949684017,4.642835011904107,20.259598880234407,19.259598880233778,0.8490443437189388,9.0,25685.11498937203
CON3-0,moderate,SAA,search_sampled,10,certified_feasible,1.0,147330.5582904008,204189.79805541714,115018.2920127234,78241.2393282174,0.7215373132913099,1.2809315432549024,1.4700469087692798,109057.15047617696,228236.55165465968,2.289366890648732,-0.8492905950422922,2.092816020390308,0.9119222392816545,2.2893668906487323,3.642879621468545,1.4566091800244796,0.4566091800240981,0.9132233073954069,9.0,132126.00256151907
CON3-0,moderate,SAA,search_sampled,12,ambiguous,-1.0,168582.92000751203,233024.96365359178,138544.3877375221,92034.0808476539,0.7234543345241009,1.2168152226194766,1.505359606588105,131102.39784314382,272128.47816229536,2.3918845158659683,-0.880428311157977,2.0756941340453654,0.885842623573933,2.391884515865968,4.089788187054286,0.7748075075942049,-0.22519249240615935,0.927698360066477,9.0,5838.507037606643
CON3-0,moderate,SAA,search_sampled,25,certified_infeasible,-1.0,226087.2282031712,373134.08418144064,206114.24522012615,136478.70026484187,0.6059141680909368,1.0969024870731972,1.510230129830911,194269.7626558618,411451.7171449099,2.6791494796709423,-0.9753077464883484,2.1179400824912418,0.7108244970460715,2.679149479670943,8.999836801940535,7.4021588240999145,6.402158824099542,0.9291258130298211,9.0,292179.83366216684
CON3-0,moderate,SAA,search_sampled,26,certified_infeasible,-1.0,235674.15956914873,386001.5853992202,214333.570841073,136622.00028056186,0.610552309844541,1.0995671776676537,1.5688071496605638,201317.1433670845,427610.8294994465,2.6686335660061977,-0.9748303569766995,2.1240656525695623,0.7164198840801008,2.668633566006197,8.914078818261046,7.9701282185774875,6.970128218577118,0.9299868547433016,9.0,2857.7110828585282
CON3-0,moderate,SAA,search_sampled,32,certified_infeasible,-1.0,214881.7511630531,332689.1114329962,187945.14674351944,129509.06880297454,0.6458935497993611,1.1433216280721143,1.4512122469928743,214881.75116305338,377481.72689681314,2.7566951351321536,-0.948932764006877,1.7566951351321503,0.605315010112287,3.1789075447681436,6.2581190651587475,8.780038257164923,7.780038257164518,0.9189647554039224,9.0,333759.67654935224
CON3-0,moderate,SAA,search_sampled,26,certified_infeasible,-1.0,235674.1595691489,386001.58539922023,214333.57084107285,139285.99163519125,0.6105523098445413,1.0995671776676552,1.5388020598829586,201317.14336708453,427610.8294994465,2.6686335660061955,-0.9748303569766994,2.1240656525695623,0.7164198840801008,2.6686335660061964,8.914078818261025,7.970128218577482,6.970128218577112,0.9299868547433016,9.0,305349.07028915593
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,86540.5023984731,106052.51551535622,75408.5415982902,54230.94270440721,0.8160155558586649,1.1476220142206714,1.3905076666159806,86540.5023984731,150928.0499112079,2.7440163360303167,-0.9057090756548877,1.744016336030317,0.9758652976221073,2.921067589524394,4.605534619686421,10.883506208107956,9.883506208107438,0.884177904059061,9.0,40338.98220491549
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,137712.4578817495,187001.3582751011,112043.69288136518,79218.83232978871,0.7364249070274569,1.229096027989394,1.414356783434099,137712.45788174967,225760.0528489805,2.639358241959748,-0.8870153966066137,1.6393582419597446,0.7084459193683873,2.9899734803431848,4.207318259076225,0.72360466106465,-0.2763953389357895,0.9005580997421629,9.0,3577.406692512668
CON3-0,moderate,SAA,search_sampled,15,ambiguous,1.0,125886.1190254166,206945.75602950397,113312.90654285582,85199.53295073654,0.6083049077240762,1.1109601091893755,1.3299709824509813,125886.11902541654,226621.6470779592,2.8002115628983995,-0.9014260975898273,1.8002115628984008,0.6995026140394045,2.806891064925527,4.504369642078584,0.7026787189971284,-0.29732128100332994,0.8833771242815271,9.0,142062.25733319647
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,132165.9866185501,216833.48077936322,120806.16106043632,88527.65014787823,0.6095275791520143,1.0940334951330066,1.3646150198117704,131522.89227237756,241599.6668186421,2.8231360324794053,-0.9158016937115947,1.8369400386839185,0.703983659174109,2.8231360324794044,4.873750807108618,0.4129554614606698,-0.5870445385397828,0.890140664954419,9.0,150233.5772667122
CON3-0,moderate,SAA,search_sampled,11,ambiguous,1.0,148376.39753689594,205524.45271631388,114588.19427026727,76431.71509412164,0.7219403607496787,1.2948663558388567,1.4992231186904275,103526.83908419967,227635.24481240514,2.231905406749457,-0.8597012921273504,2.198804163500699,0.9113520201122015,2.2319054067494566,3.775618993740988,0.9914665986642344,-0.00853340133615104,0.9194235283135536,9.0,131099.6320785332
CON3-0,moderate,SAA,search_sampled,14,certified_feasible,1.0,123685.19481707017,193532.51305543975,106784.9024237041,79553.97910503681,0.6390925889627601,1.1582648109403013,1.342294925093737,123685.1948170702,213569.97510739465,2.7267222275330827,-0.8874584141298211,1.726722227533082,0.7018265030604318,2.847790405727434,4.215591134323207,1.787109101880346,0.787109101879895,0.8757106624149125,9.0,126045.28183268302
CON3-0,moderate,SAA,search_sampled,14,certified_feasible,1.0,123685.19481707017,193532.51305543975,106784.9024237041,77921.2171616354,0.6390925889627601,1.1582648109403013,1.370421386028859,123685.1948170702,213569.97510739465,2.7267222275330827,-0.8874584141298211,1.726722227533082,0.7018265030604318,2.847790405727434,4.215591134323207,1.787109101880346,0.787109101879895,0.8757106624149125,9.0,134083.32570029306
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,95149.17774816148,126983.20928818021,88575.74300498998,57646.2540995624,0.749305189887165,1.0742125837183345,1.5365394402211883,94904.1096605208,175948.98412454655,2.846615180448061,-0.9255883211132815,1.8539659110014246,0.9484756053260189,2.8466151804480617,5.184351584680657,7.673751775691203,6.673751775690698,0.8962430272092864,9.0,51878.45500762554
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,95149.17774816147,126983.20928818022,88575.7430049899,57593.304720573564,0.7493051898871648,1.0742125837183354,1.5379520837488727,94904.1096605208,175948.98412454655,2.8466151804480613,-0.9255883211132815,1.8539659110014246,0.9484756053260189,2.8466151804480617,5.184351584680657,7.673751775691205,6.6737517756906986,0.8962430272092865,9.0,50414.9402495251
CON3-0,moderate,SAA,search_sampled,15,ambiguous,1.0,125886.11902541667,206945.75602950397,113312.9065428559,81298.14182146051,0.6083049077240765,1.1109601091893753,1.393794544427636,125886.11902541656,226621.64707795923,2.8002115628983986,-0.9014260975898273,1.8002115628984008,0.6995026140394046,2.8068910649255274,4.504369642078584,0.653888186147641,-0.346111813852818,0.8833771242815271,9.0,133621.71452804812
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,92976.19064018122,120291.48965307807,83187.5786417186,55114.146338628314,0.7729240938683654,1.1176691539565213,1.5093689037766014,92976.19064018114,167233.94733391693,2.798674974554657,-0.9354157898296707,1.7986749745546589,0.8936092309974075,3.000126045286993,5.564828972879247,7.589696285536213,6.589696285535692,0.90234454214575,9.0,2953.466143505735
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,92976.19064018122,120291.48965307807,83187.5786417186,55387.66538546414,0.7729240938683654,1.1176691539565213,1.5019152380369192,92976.19064018114,167233.94733391693,2.798674974554657,-0.9354157898296707,1.7986749745546589,0.8936092309974075,3.000126045286993,5.564828972879247,7.589696285536213,6.589696285535692,0.90234454214575,9.0,7178.022965221637
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,92976.19064018113,120291.48965307807,83187.5786417186,55874.15537585427,0.7729240938683647,1.1176691539565202,1.488838230880313,92976.19064018114,167233.9473339169,2.798674974554659,-0.9354157898296706,1.7986749745546586,0.8936092309974075,3.000126045286994,5.564828972879242,7.58969628553622,6.5896962855357,0.90234454214575,9.0,57652.17281117765
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,92976.19064018117,120291.48965307805,83187.5786417186,55341.28804675696,0.7729240938683651,1.1176691539565209,1.5031738793545022,92976.19064018116,167233.94733391693,2.7986749745546584,-0.9354157898296706,1.7986749745546586,0.8936092309974077,3.000126045286993,5.564828972879242,7.589696285536217,6.5896962855356955,0.90234454214575,9.0,57664.662086602446
CON3-0,moderate,SAA,search_sampled,11,ambiguous,1.0,146164.26079603322,208902.5309691586,115649.78370198085,80506.66543301774,0.6996768307111235,1.2638524354933984,1.4365243309971953,104162.02295987756,230099.78947659043,2.286891546647767,-0.8851854915931087,2.2090564577957856,0.8650107184887866,2.286891546647767,4.173655630992196,0.3080822273414466,-0.6919177726589544,0.9248013359609514,9.0,148486.98084617115
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,129891.19640681767,213106.6045741536,115652.19228150176,82849.38488578373,0.6095127678767933,1.1231191890479486,1.3959330228092826,129891.19640681767,231239.89126171623,2.780258382850487,-0.9117339072807377,1.780258382850487,0.6697128726363663,2.8937860459116584,4.760121596007975,0.4370241351447852,-0.5629758648556753,0.8896997247269665,9.0,157836.19406921515
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,129891.19640681767,213106.6045741536,115652.19228150176,84733.38238068373,0.6095127678767933,1.1231191890479486,1.3648952636153286,129891.19640681767,231239.89126171623,2.780258382850487,-0.9117339072807377,1.780258382850487,0.6697128726363663,2.8937860459116584,4.760121596007975,0.4370241351447852,-0.5629758648556753,0.8896997247269665,9.0,150994.48563850642
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,129891.19640681767,213106.6045741536,115652.19228150176,85245.80337192045,0.6095127678767933,1.1231191890479486,1.3566907426154544,129891.19640681767,231239.89126171623,2.780258382850487,-0.9117339072807377,1.780258382850487,0.6697128726363663,2.8937860459116584,4.760121596007975,0.4370241351447852,-0.5629758648556753,0.8896997247269665,9.0,147345.4183963593
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,129891.19640681767,213106.60457415367,115652.19228150189,85262.33374923159,0.6095127678767932,1.1231191890479473,1.3564277119325763,129891.19640681767,231239.89126171623,2.780258382850487,-0.9117339072807377,1.780258382850487,0.6697128726363663,2.8937860459116584,4.760121596007975,0.4370241351447852,-0.5629758648556753,0.8896997247269665,9.0,158691.71165350766
CON3-0,moderate,SAA,search_sampled,17,ambiguous,1.0,129192.44765007398,173444.86573780084,102847.60963258996,74393.30375574777,0.7448617582337439,1.2561541110347398,1.3824847726922433,129192.44765007406,206883.46786380603,2.601358838127777,-0.8616333073979338,1.6013588381277752,0.7011680329115019,2.8997540434624027,3.8018871156936975,0.4937982048600325,-0.5062017951404172,0.8934841294970196,9.0,7277.512309933416
CON3-0,moderate,SAA,search_sampled,17,ambiguous,1.0,129192.44765007398,173444.8657378009,102847.60963258993,74439.9182135911,0.7448617582337437,1.2561541110347403,1.3816190573650067,129192.44765007409,206883.46786380603,2.601358838127777,-0.8616333073979335,1.601358838127775,0.7011680329115019,2.899754043462402,3.8018871156936944,0.5087998404355351,-0.49120015956491436,0.8934841294970195,9.0,4023.1815480328514
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,97612.89191996824,120557.06866955833,86151.46739301615,57584.2090271614,0.809682028579518,1.133038065093726,1.496095350591342,97612.89191996827,172496.27338131165,2.7671464290059093,-0.915542764583188,1.7671464290059087,0.96660507810111,2.938108453312991,4.866274095643018,7.803801377782111,6.803801377781622,0.8893612287341831,9.0,3356.71226904777
CON3-0,moderate,SAA,search_sampled,11,ambiguous,1.0,151769.87656775094,210284.6994439895,118244.9467916117,81093.06409911932,0.7217352330865884,1.2835210356618596,1.4581388446129249,106394.34456963826,234549.9767536161,2.246455812139077,-0.8675559061813755,2.204534251349198,0.9115128891851306,2.246455812139077,3.885963344872855,0.7598058132518303,-0.24019418674854975,0.9192446062025732,9.0,131566.81995932793
CON3-0,moderate,SAA,search_sampled,16,ambiguous,1.0,131191.5417429195,214883.15538650687,118393.81759135597,85662.18185337217,0.610525015359847,1.1080945307105117,1.3821013547613168,129678.86652153589,236788.2265513983,2.793374391399838,-0.9065536788466105,1.8259584842382521,0.7034841586079983,2.793374391399837,4.626301083297248,0.10305112293606282,-0.8969488770643856,0.8864359104125291,9.0,136604.0620188284
CON3-0,moderate,SAA,search_sampled,16,ambiguous,1.0,131191.54174291957,214883.15538650693,118393.81759135591,85637.0778951451,0.6105250153598472,1.1080945307105126,1.3825065088782977,129678.86652153589,236788.22655139831,2.7933743913998366,-0.9065536788466105,1.8259584842382524,0.7034841586079985,2.7933743913998366,4.626301083297248,0.10305112293606278,-0.8969488770643856,0.8864359104125289,9.0,138427.0070024775
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,130239.4930366029,178946.55731857955,106239.26100199521,77337.14733479587,0.7278122305797524,1.225907369914376,1.3737157971715823,130239.49303660299,213427.3831209925,2.6387301435595294,-0.8693806748261004,1.6387301435595276,0.6936811493363008,2.8858392734952503,3.913012903050626,0.0849752785129276,-0.9150247214875267,0.8994864257929205,9.0,4152.112132150971
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,130239.4930366029,178946.55731857952,106239.26100199526,76569.70492427223,0.7278122305797525,1.2259073699143757,1.3874842681850001,130239.49303660299,213427.3831209925,2.6387301435595294,-0.8693806748261004,1.6387301435595276,0.6936811493363005,2.8858392734952503,3.913012903050626,0.0849752785129276,-0.9150247214875267,0.8994864257929206,9.0,4195.298561396048
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,130239.4930366029,178946.55731857955,106239.26100199526,77059.47631184146,0.7278122305797524,1.2259073699143757,1.378665753866145,130239.49303660299,213427.38312099254,2.63873014355953,-0.8693806748261003,1.6387301435595278,0.6936811493363007,2.8858392734952494,3.913012903050624,0.05221312112008271,-0.9477868788803712,0.8994864257929206,9.0,6248.389262685596
CON3-0,moderate,SAA,search_sampled,12,certified_feasible,1.0,104004.78367793637,133203.2440750771,93808.56680192737,61914.668903878366,0.7807976780153819,1.1086917455794614,1.5151266810061412,104004.78367793637,187747.94952216675,2.805185712452914,-0.9279837655600778,1.8051857124529138,0.9291245257024483,2.9433366338099805,5.269868679833293,5.734054975214776,4.734054975214294,0.9026376754796218,9.0,6005.9753262523445
CON3-0,moderate,SAA,search_sampled,16,ambiguous,-1.0,130877.06190522083,215522.51222282916,119520.22833727763,86559.11438329612,0.6072547157853597,1.0950201796460346,1.3807931052531912,130877.06190522083,239074.49764462424,2.8267104576182978,-0.9239701373174105,1.8267104576182978,0.6878072979450613,2.8831689416200277,5.128884213065659,0.22681188916200642,-0.7731881108384477,0.8969585828405853,9.0,147965.74761516598
CON3-0,moderate,SAA,search_sampled,18,ambiguous,-1.0,137712.45788174955,187001.3582751011,112043.69288136504,79606.46068460567,0.7364249070274572,1.229096027989396,1.4074698450075938,137712.45788174967,225760.0528489805,2.6393582419597466,-0.8870153966066137,1.6393582419597446,0.7084459193683873,2.9899734803431848,4.207318259076225,0.7376781737196763,-0.26232182628076356,0.9005580997421632,9.0,4695.848558816302
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,124364.71802702369,164815.9820112126,96929.41389847557,73105.60164209479,0.7545671027131522,1.2830441557944838,1.325882172107901,124364.71802702367,194771.343473044,2.566130222164146,-0.8398486778709042,1.5661302221641462,0.6978211914879839,2.830127785888241,3.5338632017882143,1.2864058594552656,0.28640585945481,0.8859920467766936,9.0,153928.04088888405
CON3-0,moderate,SAA,search_sampled,8,certified_feasible,1.0,68425.68767458037,82854.0647597045,59530.27334193981,44148.98364669454,0.825857945208003,1.1494267342188338,1.3483951027805114,68425.68767458035,119595.6394314786,2.747817866299756,-0.9153464700606262,1.747817866299757,0.9698844802238387,2.9714397497373937,4.860628865394526,16.632439401169545,15.632439401168932,0.8742346937127078,9.0,9384.951361470616
CON3-0,moderate,SAA,search_sampled,8,certified_feasible,1.0,86197.69232823225,121581.34696825458,77744.8820433019,54357.43144241773,0.7089713552091083,1.108724974078967,1.430253048760391,78409.08550854685,153466.5077129381,2.6900440946670092,-0.9253552573925764,1.9572541462202073,0.8936768551903387,2.69004409466701,5.176251691365327,9.426499278691105,8.42649927869056,0.9230154485475267,9.0,3988.051643911371
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,117317.68582512687,165403.47859098206,98658.58026414862,76163.48552907429,0.7092818532265326,1.1891280566882305,1.2953527478267413,117317.68582512687,197863.46260769578,2.6865612479147436,-0.8793234791636246,1.6865612479147434,0.6948139282427336,2.8664534161618067,4.071023482180403,1.3364781124105956,0.3364781124101131,0.9006043772328026,9.0,4685.674185500757
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,117317.68582512687,165403.47859098203,98658.58026414862,72758.74686165985,0.7092818532265327,1.1891280566882305,1.3559686569607023,117317.68582512686,197863.46260769575,2.686561247914743,-0.8793234791636247,1.6865612479147434,0.6948139282427335,2.8664534161618076,4.071023482180405,1.2967004247497205,0.29670042474923736,0.9006043772328025,9.0,6253.233068989735
CON3-0,moderate,SAA,search_sampled,11,certified_feasible,1.0,104935.81065549619,184079.68100108826,90740.18306657947,68209.18129458067,0.5700564564476609,1.1564425716278404,1.3303221259128193,89606.11396770786,183429.59749853078,2.6019307399512424,-0.9328114279000485,2.0470656451482196,0.7226391607205356,2.601930739951242,5.455911186396087,3.2829979731086216,2.282997973108109,0.8748782786605968,9.0,92314.91745717124
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,121131.32270796943,177407.55252342913,102462.00487181058,71898.3832529322,0.6827856028957525,1.1822072275426962,1.42509469943654,121131.32270796939,205277.36357843742,2.694667894226931,-0.8781879920914187,1.6946678942269318,0.7211432778994122,2.8476759799168057,4.052004759592275,1.4008609419977727,0.40086094199730643,0.893374912739962,9.0,2619.5965463781904
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,82594.91848386143,108304.5595209033,74161.25402572795,52431.96649623315,0.7626171866561187,1.1137206290390893,1.4144282387549947,80132.22877623656,146704.20179748465,2.7463727156295183,-0.8983435303550479,1.830776505757072,0.9675446576593081,2.746372715629519,4.43555007097936,11.653538269258092,10.653538269257552,0.8764103293441016,9.0,43965.660583340534
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,82594.91848386143,108304.5595209033,74161.25402572789,55489.138620306505,0.7626171866561187,1.1137206290390902,1.3365003651108802,80132.22877623653,146704.20179748465,2.746372715629518,-0.8983435303550481,1.8307765057570726,0.9675446576593081,2.7463727156295183,4.435550070979365,12.234815043728581,11.23481504372805,0.8764103293441015,9.0,43017.84536764851
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,82594.91848386145,108304.5595209033,74161.25402572783,50565.14760214603,0.7626171866561188,1.1137206290390913,1.4666476326587516,80132.22877623654,146704.20179748468,2.7463727156295183,-0.8983435303550479,1.8307765057570726,0.9675446576593081,2.7463727156295175,4.43555007097936,12.23481504372858,11.234815043728048,0.8764103293441015,9.0,42691.81103140871
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,107757.02637359643,152550.96556911553,90762.12019272585,61799.93601229557,0.706367383330494,1.1872466855642343,1.4686442421990216,86237.17574260962,178868.92362194776,2.4602210016953103,-0.9017534396666091,2.074150992094341,0.8946823521551052,2.4602210016953103,4.5118673273653105,5.210484098156959,4.210484098156488,0.9240618159863193,9.0,2618.7613455673854
CON3-0,moderate,SAA,search_sampled,9,certified_feasible,1.0,107757.02637359643,152550.9655691155,90762.12019272581,61984.156045541946,0.7063673833304941,1.1872466855642347,1.464279357551302,86237.1757426096,178868.92362194776,2.4602210016953103,-0.9017534396666091,2.0741509920943413,0.8946823521551053,2.46022100169531,4.5118673273653105,5.210484098156959,4.210484098156488,0.9240618159863193,9.0,2795.717320047872
CON3-0,moderate,SAA,search_sampled,16,certified_feasible,1.0,113865.15914752448,164922.21969254545,95778.34848170467,72135.10386641057,0.6904173334545002,1.1888402854354365,1.3277633682912526,113865.15914752448,191906.0105827304,2.685379549104179,-0.8736028671122653,1.6853795491041792,0.7042151559197377,2.8372675474391356,3.977831535412903,1.8343704046618734,0.8343704046613831,0.8953487945828227,9.0,3124.051279308973
CON3-0,moderate,SAA,search_sampled,13,certified_feasible,1.0,118689.12074646444,199723.99963361345,99743.89657422136,73869.90970951835,0.5942656914752128,1.1899386811918418,1.3502642275650307,101810.68590591742,201576.861054637,2.5561529570063133,-0.8992865945242994,1.979918505223635,0.7471957607487492,2.5561529570063115,4.456268572396312,2.606956554946304,1.6069565549458453,0.854081418544638,9.0,90125.11523744954
